TOP.642750e1.000b6502	START
TOP.648defaa.00086069	user_options->quiet	0
TOP.648defaa.00086069	user_options->remove	0
TOP.648defaa.00086069	user_options->remove_timer	60
TOP.648defaa.00086069	user_options->restore	0
TOP.648defaa.00086069	user_options->restore_disable	0
TOP.648defaa.00086069	user_options->restore_timer	1
TOP.648defaa.00086069	user_options->rp_files_cnt	0
TOP.648defaa.00086069	user_options->rp_gen	0
TOP.648defaa.00086069	user_options->rp_gen_func_max	4
TOP.648defaa.00086069	user_options->rp_gen_func_min	1
TOP.648defaa.00086069	user_options->rp_gen_seed	0
TOP.648defaa.00086069	user_options->runtime	0
TOP.648defaa.00086069	user_options->scrypt_tmto	0
TOP.648defaa.00086069	user_options->segment_size	33554432
TOP.648defaa.00086069	user_options->self_test_disable	0
TOP.648defaa.00086069	user_options->slow_candidates	0
TOP.648defaa.00086069	user_options->show	0
TOP.648defaa.00086069	user_options->speed_only	0
TOP.648defaa.00086069	user_options->spin_damp	0
TOP.648defaa.00086069	user_options->status	0
TOP.648defaa.00086069	user_options->status_json	0
TOP.648defaa.00086069	user_options->status_timer	10
TOP.648defaa.00086069	user_options->stdout_flag	0
TOP.648defaa.00086069	user_options->usage	0
TOP.648defaa.00086069	user_options->username	0
TOP.648defaa.00086069	user_options->veracrypt_pim_start	485
TOP.648defaa.00086069	user_options->veracrypt_pim_stop	485
TOP.648defaa.00086069	user_options->version	0
TOP.648defaa.00086069	user_options->workload_profile	4
TOP.648defaa.00086069	user_options->brain_client	0
TOP.648defaa.00086069	user_options->brain_client_features	2
TOP.648defaa.00086069	user_options->brain_server	0
TOP.648defaa.00086069	user_options->brain_server_timer	300
TOP.648defaa.00086069	user_options->brain_port	6863
TOP.648defaa.00086069	user_options->brain_session	0
TOP.648defaa.00086069	hashes->hashfile	.\hand.hc22000
TOP.648defaa.00086069	hashes->hashlist_mode	5
TOP.648defaa.00086069	hashes->hashlist_format	0
TOP.648defaa.00086069	hashes->hashes_cnt	0
TOP.648defaa.00086069	hashes->digests_cnt	3
TOP.648defaa.00086069	hashes->digests_done_pot	0
TOP.648defaa.00086069	hashes->digests_done_zero	0
TOP.648defaa.00086069	hashes->digests_done	0
TOP.648defaa.00086069	hashes->salts_cnt	3
TOP.648defaa.00086069	hashes->salts_done	0
TOP.648defaa.00086069	SUB.648defab.000145a1	START
TOP.648defaa.00086069	SUB.648defab.000145a1	mask_ctx->mask	89?d?d?d?d?d?d?d?d?d
TOP.648defaa.00086069	SUB.648defab.000145a1	runtime_start	1687023537
TOP.648defaa.00086069	SUB.648defab.000145a1	runtime_stop	1687023545
TOP.648defaa.00086069	SUB.648defab.000145a1	hashes->digests_done_new	0
TOP.648defaa.00086069	SUB.648defab.000145a1	status-after-work	8
TOP.648defaa.00086069	SUB.648defab.000145a1	STOP
TOP.648defaa.00086069	proc_start	1687023530
TOP.648defaa.00086069	proc_stop	1687023546
TOP.648defaa.00086069	STOP
TOP.648defc1.00025991	START
TOP.648defc1.00025991	folder_config->cwd	C:\Users\User0\Desktop\Утилиты\hashcat-6.2.6
TOP.648defc1.00025991	folder_config->install_dir	.
TOP.648defc1.00025991	folder_config->profile_dir	.
TOP.648defc1.00025991	folder_config->session_dir	.
TOP.648defc1.00025991	folder_config->shared_dir	.
TOP.648defc1.00025991	user_options->encoding_from	utf-8
TOP.648defc1.00025991	user_options->encoding_to	utf-8
TOP.648defc1.00025991	user_options->opencl_device_types	1,2
TOP.648defc1.00025991	user_options->rule_buf_l	:
TOP.648defc1.00025991	user_options->rule_buf_r	:
TOP.648defc1.00025991	user_options->session	hashcat
TOP.648defc1.00025991	user_options->separator	:
TOP.648defc1.00025991	user_options->limit	0
TOP.648defc1.00025991	user_options->skip	0
TOP.648defc1.00025991	user_options->attack_mode	3
TOP.648defc1.00025991	user_options->benchmark	0
TOP.648defc1.00025991	user_options->benchmark_all	0
TOP.648defc1.00025991	user_options->bitmap_max	18
TOP.648defc1.00025991	user_options->bitmap_min	16
TOP.648defc1.00025991	user_options->debug_mode	0
TOP.648defc1.00025991	user_options->hash_info	0
TOP.648defc1.00025991	user_options->force	1
TOP.648defc1.00025991	user_options->hwmon_disable	0
TOP.648defc1.00025991	user_options->hwmon_temp_abort	90
TOP.648defc1.00025991	user_options->hash_mode	22000
TOP.648defc1.00025991	user_options->hex_charset	0
TOP.648defc1.00025991	user_options->hex_salt	0
TOP.648defc1.00025991	user_options->hex_wordlist	0
TOP.648defc1.00025991	user_options->hook_threads	16
TOP.648defc1.00025991	user_options->identify	0
TOP.648defc1.00025991	user_options->increment	0
TOP.648defc1.00025991	user_options->increment_max	256
TOP.648defc1.00025991	user_options->increment_min	1
TOP.648defc1.00025991	user_options->keep_guessing	0
TOP.648defc1.00025991	user_options->kernel_accel	0
TOP.648defc1.00025991	user_options->kernel_loops	0
TOP.648defc1.00025991	user_options->kernel_threads	0
TOP.648defc1.00025991	user_options->keyspace	0
TOP.648defc1.00025991	user_options->left	0
TOP.648defc1.00025991	user_options->logfile_disable	0
TOP.648defc1.00025991	user_options->loopback	0
TOP.648defc1.00025991	user_options->machine_readable	0
TOP.648defc1.00025991	user_options->markov_classic	0
TOP.648defc1.00025991	user_options->markov_disable	0
TOP.648defc1.00025991	user_options->markov_inverse	0
TOP.648defc1.00025991	user_options->markov_threshold	256
TOP.648defc1.00025991	user_options->multiply_accel_disable	0
TOP.648defc1.00025991	user_options->backend_info	0
TOP.648defc1.00025991	user_options->backend_vector_width	0
TOP.648defc1.00025991	user_options->optimized_kernel_enable	1
TOP.648defc1.00025991	user_options->outfile_autohex	1
TOP.648defc1.00025991	user_options->outfile_check_timer	5
TOP.648defc1.00025991	user_options->outfile_format	3
TOP.648defc1.00025991	user_options->wordlist_autohex_disable	0
TOP.648defc1.00025991	user_options->potfile_disable	0
TOP.648defc1.00025991	user_options->progress_only	0
TOP.648defc1.00025991	user_options->quiet	0
TOP.648defc1.00025991	user_options->remove	0
TOP.648defc1.00025991	user_options->remove_timer	60
TOP.648defc1.00025991	user_options->restore	0
TOP.648defc1.00025991	user_options->restore_disable	0
TOP.648defc1.00025991	user_options->restore_timer	1
TOP.648defc1.00025991	user_options->rp_files_cnt	0
TOP.648defc1.00025991	user_options->rp_gen	0
TOP.648defc1.00025991	user_options->rp_gen_func_max	4
TOP.648defc1.00025991	user_options->rp_gen_func_min	1
TOP.648defc1.00025991	user_options->rp_gen_seed	0
TOP.648defc1.00025991	user_options->runtime	0
TOP.648defc1.00025991	user_options->scrypt_tmto	0
TOP.648defc1.00025991	user_options->segment_size	33554432
TOP.648defc1.00025991	user_options->self_test_disable	0
TOP.648defc1.00025991	user_options->slow_candidates	0
TOP.648defc1.00025991	user_options->show	0
TOP.648defc1.00025991	user_options->speed_only	0
TOP.648defc1.00025991	user_options->spin_damp	0
TOP.648defc1.00025991	user_options->status	0
TOP.648defc1.00025991	user_options->status_json	0
TOP.648defc1.00025991	user_options->status_timer	10
TOP.648defc1.00025991	user_options->stdout_flag	0
TOP.648defc1.00025991	user_options->usage	0
TOP.648defc1.00025991	user_options->username	0
TOP.648defc1.00025991	user_options->veracrypt_pim_start	485
TOP.648defc1.00025991	user_options->veracrypt_pim_stop	485
TOP.648defc1.00025991	user_options->version	0
TOP.648defc1.00025991	user_options->workload_profile	4
TOP.648defc1.00025991	user_options->brain_client	0
TOP.648defc1.00025991	user_options->brain_client_features	2
TOP.648defc1.00025991	user_options->brain_server	0
TOP.648defc1.00025991	user_options->brain_server_timer	300
TOP.648defc1.00025991	user_options->brain_port	6863
TOP.648defc1.00025991	user_options->brain_session	0
TOP.648defc1.00025991	hashes->hashfile	.\hand.hc22000
TOP.648defc1.00025991	hashes->hashlist_mode	5
TOP.648defc1.00025991	hashes->hashlist_format	0
TOP.648defc1.00025991	hashes->hashes_cnt	0
TOP.648defc1.00025991	hashes->digests_cnt	3
TOP.648defc1.00025991	hashes->digests_done_pot	0
TOP.648defc1.00025991	hashes->digests_done_zero	0
TOP.648defc1.00025991	hashes->digests_done	0
TOP.648defc1.00025991	hashes->salts_cnt	3
TOP.648defc1.00025991	hashes->salts_done	0
TOP.648defc1.00025991	SUB.648defc1.000a437e	START
TOP.648defc1.00025991	SUB.648defc1.000a437e	mask_ctx->mask	89?d?d?d?d?d?d?d?d?d
TOP.648defc1.00025991	SUB.648defc1.000a437e	runtime_start	1687023560
TOP.648defc1.00025991	SUB.648defc1.000a437e	runtime_stop	1687023565
TOP.648defc1.00025991	SUB.648defc1.000a437e	hashes->digests_done_new	0
TOP.648defc1.00025991	SUB.648defc1.000a437e	status-after-work	8
TOP.648defc1.00025991	SUB.648defc1.000a437e	STOP
TOP.648defc1.00025991	proc_start	1687023553
TOP.648defc1.00025991	proc_stop	1687023565
TOP.648defc1.00025991	STOP
TOP.648defd1.000b4284	START
TOP.648defd1.000b4284	folder_config->cwd	C:\Users\User0\Desktop\Утилиты\hashcat-6.2.6
TOP.648defd1.000b4284	folder_config->install_dir	.
TOP.648defd1.000b4284	folder_config->profile_dir	.
TOP.648defd1.000b4284	folder_config->session_dir	.
TOP.648defd1.000b4284	folder_config->shared_dir	.
TOP.648defd1.000b4284	user_options->encoding_from	utf-8
TOP.648defd1.000b4284	user_options->encoding_to	utf-8
TOP.648defd1.000b4284	user_options->opencl_device_types	2
TOP.648defd1.000b4284	user_options->rule_buf_l	:
TOP.648defd1.000b4284	user_options->rule_buf_r	:
TOP.648defd1.000b4284	user_options->session	hashcat
TOP.648defd1.000b4284	user_options->separator	:
TOP.648defd1.000b4284	user_options->limit	0
TOP.648defd1.000b4284	user_options->skip	0
TOP.648defd1.000b4284	user_options->attack_mode	3
TOP.648defd1.000b4284	user_options->benchmark	0
TOP.648defd1.000b4284	user_options->benchmark_all	0
TOP.648defd1.000b4284	user_options->bitmap_max	18
TOP.648defd1.000b4284	user_options->bitmap_min	16
TOP.648defd1.000b4284	user_options->debug_mode	0
TOP.648defd1.000b4284	user_options->hash_info	0
TOP.648defd1.000b4284	user_options->force	1
TOP.648defd1.000b4284	user_options->hwmon_disable	0
TOP.648defd1.000b4284	user_options->hwmon_temp_abort	90
TOP.648defd1.000b4284	user_options->hash_mode	22000
TOP.648defd1.000b4284	user_options->hex_charset	0
TOP.648defd1.000b4284	user_options->hex_salt	0
TOP.648defd1.000b4284	user_options->hex_wordlist	0
TOP.648defd1.000b4284	user_options->hook_threads	16
TOP.648defd1.000b4284	user_options->identify	0
TOP.648defd1.000b4284	user_options->increment	0
TOP.648defd1.000b4284	user_options->increment_max	256
TOP.648defd1.000b4284	user_options->increment_min	1
TOP.648defd1.000b4284	user_options->keep_guessing	0
TOP.648defd1.000b4284	user_options->kernel_accel	0
TOP.648defd1.000b4284	user_options->kernel_loops	0
TOP.648defd1.000b4284	user_options->kernel_threads	0
TOP.648defd1.000b4284	user_options->keyspace	0
TOP.648defd1.000b4284	user_options->left	0
TOP.648defd1.000b4284	user_options->logfile_disable	0
TOP.648defd1.000b4284	user_options->loopback	0
TOP.648defd1.000b4284	user_options->machine_readable	0
TOP.648defd1.000b4284	user_options->markov_classic	0
TOP.648defd1.000b4284	user_options->markov_disable	0
TOP.648defd1.000b4284	user_options->markov_inverse	0
TOP.648defd1.000b4284	user_options->markov_threshold	256
TOP.648defd1.000b4284	user_options->multiply_accel_disable	0
TOP.648defd1.000b4284	user_options->backend_info	0
TOP.648defd1.000b4284	user_options->backend_vector_width	0
TOP.648defd1.000b4284	user_options->optimized_kernel_enable	1
TOP.648defd1.000b4284	user_options->outfile_autohex	1
TOP.648defd1.000b4284	user_options->outfile_check_timer	5
TOP.648defd1.000b4284	user_options->outfile_format	3
TOP.648defd1.000b4284	user_options->wordlist_autohex_disable	0
TOP.648defd1.000b4284	user_options->potfile_disable	0
TOP.648defd1.000b4284	user_options->progress_only	0
TOP.648defd1.000b4284	user_options->quiet	0
TOP.648defd1.000b4284	user_options->remove	0
TOP.648defd1.000b4284	user_options->remove_timer	60
TOP.648defd1.000b4284	user_options->restore	0
TOP.648defd1.000b4284	user_options->restore_disable	0
TOP.648defd1.000b4284	user_options->restore_timer	1
TOP.648defd1.000b4284	user_options->rp_files_cnt	0
TOP.648defd1.000b4284	user_options->rp_gen	0
TOP.648defd1.000b4284	user_options->rp_gen_func_max	4
TOP.648defd1.000b4284	user_options->rp_gen_func_min	1
TOP.648defd1.000b4284	user_options->rp_gen_seed	0
TOP.648defd1.000b4284	user_options->runtime	0
TOP.648defd1.000b4284	user_options->scrypt_tmto	0
TOP.648defd1.000b4284	user_options->segment_size	33554432
TOP.648defd1.000b4284	user_options->self_test_disable	0
TOP.648defd1.000b4284	user_options->slow_candidates	0
TOP.648defd1.000b4284	user_options->show	0
TOP.648defd1.000b4284	user_options->speed_only	0
TOP.648defd1.000b4284	user_options->spin_damp	0
TOP.648defd1.000b4284	user_options->status	0
TOP.648defd1.000b4284	user_options->status_json	0
TOP.648defd1.000b4284	user_options->status_timer	10
TOP.648defd1.000b4284	user_options->stdout_flag	0
TOP.648defd1.000b4284	user_options->usage	0
TOP.648defd1.000b4284	user_options->username	0
TOP.648defd1.000b4284	user_options->veracrypt_pim_start	485
TOP.648defd1.000b4284	user_options->veracrypt_pim_stop	485
TOP.648defd1.000b4284	user_options->version	0
TOP.648defd1.000b4284	user_options->workload_profile	4
TOP.648defd1.000b4284	user_options->brain_client	0
TOP.648defd1.000b4284	user_options->brain_client_features	2
TOP.648defd1.000b4284	user_options->brain_server	0
TOP.648defd1.000b4284	user_options->brain_server_timer	300
TOP.648defd1.000b4284	user_options->brain_port	6863
TOP.648defd1.000b4284	user_options->brain_session	0
TOP.648defd1.000b4284	hashes->hashfile	.\hand.hc22000
TOP.648defd1.000b4284	hashes->hashlist_mode	5
TOP.648defd1.000b4284	hashes->hashlist_format	0
TOP.648defd1.000b4284	hashes->hashes_cnt	0
TOP.648defd1.000b4284	hashes->digests_cnt	3
TOP.648defd1.000b4284	hashes->digests_done_pot	0
TOP.648defd1.000b4284	hashes->digests_done_zero	0
TOP.648defd1.000b4284	hashes->digests_done	0
TOP.648defd1.000b4284	hashes->salts_cnt	3
TOP.648defd1.000b4284	hashes->salts_done	0
TOP.648defd1.000b4284	SUB.648defd2.00040f0d	START
TOP.648defd1.000b4284	SUB.648defd2.00040f0d	mask_ctx->mask	89?d?d?d?d?d?d?d?d?d
TOP.648defd1.000b4284	SUB.648defd2.00040f0d	runtime_start	1687023576
TOP.648defd1.000b4284	SUB.648defd2.00040f0d	runtime_stop	1687023818
TOP.648defd1.000b4284	SUB.648defd2.00040f0d	hashes->digests_done_new	0
TOP.648defd1.000b4284	SUB.648defd2.00040f0d	status-after-work	8
TOP.648defd1.000b4284	SUB.648defd2.00040f0d	STOP
TOP.648defd1.000b4284	proc_start	1687023569
TOP.648defd1.000b4284	proc_stop	1687023819
TOP.648defd1.000b4284	STOP
TOP.648e1eff.000b6a71	START
TOP.648e1eff.000b6a71	folder_config->cwd	C:\Users\User0\Desktop\Утилиты\hashcat-6.2.6
TOP.648e1eff.000b6a71	folder_config->install_dir	.
TOP.648e1eff.000b6a71	folder_config->profile_dir	.
TOP.648e1eff.000b6a71	folder_config->session_dir	.
TOP.648e1eff.000b6a71	folder_config->shared_dir	.
TOP.648e1eff.000b6a71	user_options->encoding_from	utf-8
TOP.648e1eff.000b6a71	user_options->encoding_to	utf-8
TOP.648e1eff.000b6a71	user_options->opencl_device_types	2
TOP.648e1eff.000b6a71	user_options->rule_buf_l	:
TOP.648e1eff.000b6a71	user_options->rule_buf_r	:
TOP.648e1eff.000b6a71	user_options->session	hashcat
TOP.648e1eff.000b6a71	user_options->separator	:
TOP.648e1eff.000b6a71	user_options->limit	0
TOP.648e1eff.000b6a71	user_options->skip	0
TOP.648e1eff.000b6a71	user_options->attack_mode	3
TOP.648e1eff.000b6a71	user_options->benchmark	0
TOP.648e1eff.000b6a71	user_options->benchmark_all	0
TOP.648e1eff.000b6a71	user_options->bitmap_max	18
TOP.648e1eff.000b6a71	user_options->bitmap_min	16
TOP.648e1eff.000b6a71	user_options->debug_mode	0
TOP.648e1eff.000b6a71	user_options->hash_info	0
TOP.648e1eff.000b6a71	user_options->force	1
TOP.648e1eff.000b6a71	user_options->hwmon_disable	0
TOP.648e1eff.000b6a71	user_options->hwmon_temp_abort	90
TOP.648e1eff.000b6a71	user_options->hash_mode	22000
TOP.648e1eff.000b6a71	user_options->hex_charset	0
TOP.648e1eff.000b6a71	user_options->hex_salt	0
TOP.648e1eff.000b6a71	user_options->hex_wordlist	0
TOP.648e1eff.000b6a71	user_options->hook_threads	16
TOP.648e1eff.000b6a71	user_options->identify	0
TOP.648e1eff.000b6a71	user_options->increment	0
TOP.648e1eff.000b6a71	user_options->increment_max	256
TOP.648e1eff.000b6a71	user_options->increment_min	1
TOP.648e1eff.000b6a71	user_options->keep_guessing	0
TOP.648e1eff.000b6a71	user_options->kernel_accel	0
TOP.648e1eff.000b6a71	user_options->kernel_loops	0
TOP.648e1eff.000b6a71	user_options->kernel_threads	0
TOP.648e1eff.000b6a71	user_options->keyspace	0
TOP.648e1eff.000b6a71	user_options->left	0
TOP.648e1eff.000b6a71	user_options->logfile_disable	0
TOP.648e1eff.000b6a71	user_options->loopback	0
TOP.648e1eff.000b6a71	user_options->machine_readable	0
TOP.648e1eff.000b6a71	user_options->markov_classic	0
TOP.648e1eff.000b6a71	user_options->markov_disable	0
TOP.648e1eff.000b6a71	user_options->markov_inverse	0
TOP.648e1eff.000b6a71	user_options->markov_threshold	256
TOP.648e1eff.000b6a71	user_options->multiply_accel_disable	0
TOP.648e1eff.000b6a71	user_options->backend_info	0
TOP.648e1eff.000b6a71	user_options->backend_vector_width	0
TOP.648e1eff.000b6a71	user_options->optimized_kernel_enable	1
TOP.648e1eff.000b6a71	user_options->outfile_autohex	1
TOP.648e1eff.000b6a71	user_options->outfile_check_timer	5
TOP.648e1eff.000b6a71	user_options->outfile_format	3
TOP.648e1eff.000b6a71	user_options->wordlist_autohex_disable	0
TOP.648e1eff.000b6a71	user_options->potfile_disable	0
TOP.648e1eff.000b6a71	user_options->progress_only	0
TOP.648e1eff.000b6a71	user_options->quiet	0
TOP.648e1eff.000b6a71	user_options->remove	0
TOP.648e1eff.000b6a71	user_options->remove_timer	60
TOP.648e1eff.000b6a71	user_options->restore	0
TOP.648e1eff.000b6a71	user_options->restore_disable	0
TOP.648e1eff.000b6a71	user_options->restore_timer	1
TOP.648e1eff.000b6a71	user_options->rp_files_cnt	0
TOP.648e1eff.000b6a71	user_options->rp_gen	0
TOP.648e1eff.000b6a71	user_options->rp_gen_func_max	4
TOP.648e1eff.000b6a71	user_options->rp_gen_func_min	1
TOP.648e1eff.000b6a71	user_options->rp_gen_seed	0
TOP.648e1eff.000b6a71	user_options->runtime	0
TOP.648e1eff.000b6a71	user_options->scrypt_tmto	0
TOP.648e1eff.000b6a71	user_options->segment_size	33554432
TOP.648e1eff.000b6a71	user_options->self_test_disable	0
TOP.648e1eff.000b6a71	user_options->slow_candidates	0
TOP.648e1eff.000b6a71	user_options->show	0
TOP.648e1eff.000b6a71	user_options->speed_only	0
TOP.648e1eff.000b6a71	user_options->spin_damp	0
TOP.648e1eff.000b6a71	user_options->status	0
TOP.648e1eff.000b6a71	user_options->status_json	0
TOP.648e1eff.000b6a71	user_options->status_timer	10
TOP.648e1eff.000b6a71	user_options->stdout_flag	0
TOP.648e1eff.000b6a71	user_options->usage	0
TOP.648e1eff.000b6a71	user_options->username	0
TOP.648e1eff.000b6a71	user_options->veracrypt_pim_start	485
TOP.648e1eff.000b6a71	user_options->veracrypt_pim_stop	485
TOP.648e1eff.000b6a71	user_options->version	0
TOP.648e1eff.000b6a71	user_options->workload_profile	4
TOP.648e1eff.000b6a71	user_options->brain_client	0
TOP.648e1eff.000b6a71	user_options->brain_client_features	2
TOP.648e1eff.000b6a71	user_options->brain_server	0
TOP.648e1eff.000b6a71	user_options->brain_server_timer	300
TOP.648e1eff.000b6a71	user_options->brain_port	6863
TOP.648e1eff.000b6a71	user_options->brain_session	0
TOP.648e1eff.000b6a71	hashes->hashfile	.\hand.hc22000
TOP.648e1eff.000b6a71	hashes->hashlist_mode	5
TOP.648e1eff.000b6a71	hashes->hashlist_format	0
TOP.648e1eff.000b6a71	hashes->hashes_cnt	0
TOP.648e1eff.000b6a71	hashes->digests_cnt	3
TOP.648e1eff.000b6a71	hashes->digests_done_pot	0
TOP.648e1eff.000b6a71	hashes->digests_done_zero	0
TOP.648e1eff.000b6a71	hashes->digests_done	0
TOP.648e1eff.000b6a71	hashes->salts_cnt	3
TOP.648e1eff.000b6a71	hashes->salts_done	0
TOP.648e1eff.000b6a71	SUB.648e1f00.0004517a	START
TOP.648e1eff.000b6a71	SUB.648e1f00.0004517a	mask_ctx->mask	89?d?d?d?d?d?d?d?d?d
TOP.648e1eff.000b6a71	SUB.648e1f00.0004517a	runtime_start	1687035655
TOP.648e1eff.000b6a71	SUB.648e1f00.0004517a	runtime_stop	1687035662
TOP.648e1eff.000b6a71	SUB.648e1f00.0004517a	hashes->digests_done_new	0
TOP.648e1eff.000b6a71	SUB.648e1f00.0004517a	status-after-work	10
TOP.648e1eff.000b6a71	SUB.648e1f00.0004517a	STOP
TOP.648e1eff.000b6a71	proc_start	1687035647
TOP.648e1eff.000b6a71	proc_stop	1687035662
TOP.648e1eff.000b6a71	STOP
TOP.648e1f1f.000529fb	START
TOP.648e1f1f.000529fb	folder_config->cwd	C:\Users\User0\Desktop\Утилиты\hashcat-6.2.6
TOP.648e1f1f.000529fb	folder_config->install_dir	.
TOP.648e1f1f.000529fb	folder_config->profile_dir	.
TOP.648e1f1f.000529fb	folder_config->session_dir	.
TOP.648e1f1f.000529fb	folder_config->shared_dir	.
TOP.648e1f1f.000529fb	user_options->encoding_from	utf-8
TOP.648e1f1f.000529fb	user_options->encoding_to	utf-8
TOP.648e1f1f.000529fb	user_options->opencl_device_types	2
TOP.648e1f1f.000529fb	user_options->rule_buf_l	:
TOP.648e1f1f.000529fb	user_options->rule_buf_r	:
TOP.648e1f1f.000529fb	user_options->session	hashcat
TOP.648e1f1f.000529fb	user_options->separator	:
TOP.648e1f1f.000529fb	user_options->limit	0
TOP.648e1f1f.000529fb	user_options->skip	0
TOP.648e1f1f.000529fb	user_options->attack_mode	3
TOP.648e1f1f.000529fb	user_options->benchmark	0
TOP.648e1f1f.000529fb	user_options->benchmark_all	0
TOP.648e1f1f.000529fb	user_options->bitmap_max	18
TOP.648e1f1f.000529fb	user_options->bitmap_min	16
TOP.648e1f1f.000529fb	user_options->debug_mode	0
TOP.648e1f1f.000529fb	user_options->hash_info	0
TOP.648e1f1f.000529fb	user_options->force	1
TOP.648e1f1f.000529fb	user_options->hwmon_disable	0
TOP.648e1f1f.000529fb	user_options->hwmon_temp_abort	90
TOP.648e1f1f.000529fb	user_options->hash_mode	22000
TOP.648e1f1f.000529fb	user_options->hex_charset	0
TOP.648e1f1f.000529fb	user_options->hex_salt	0
TOP.648e1f1f.000529fb	user_options->hex_wordlist	0
TOP.648e1f1f.000529fb	user_options->hook_threads	16
TOP.648e1f1f.000529fb	user_options->identify	0
TOP.648e1f1f.000529fb	user_options->increment	0
TOP.648e1f1f.000529fb	user_options->increment_max	256
TOP.648e1f1f.000529fb	user_options->increment_min	1
TOP.648e1f1f.000529fb	user_options->keep_guessing	0
TOP.648e1f1f.000529fb	user_options->kernel_accel	0
TOP.648e1f1f.000529fb	user_options->kernel_loops	0
TOP.648e1f1f.000529fb	user_options->kernel_threads	0
TOP.648e1f1f.000529fb	user_options->keyspace	0
TOP.648e1f1f.000529fb	user_options->left	0
TOP.648e1f1f.000529fb	user_options->logfile_disable	0
TOP.648e1f1f.000529fb	user_options->loopback	0
TOP.648e1f1f.000529fb	user_options->machine_readable	0
TOP.648e1f1f.000529fb	user_options->markov_classic	0
TOP.648e1f1f.000529fb	user_options->markov_disable	0
TOP.648e1f1f.000529fb	user_options->markov_inverse	0
TOP.648e1f1f.000529fb	user_options->markov_threshold	256
TOP.648e1f1f.000529fb	user_options->multiply_accel_disable	0
TOP.648e1f1f.000529fb	user_options->backend_info	0
TOP.648e1f1f.000529fb	user_options->backend_vector_width	0
TOP.648e1f1f.000529fb	user_options->optimized_kernel_enable	1
TOP.648e1f1f.000529fb	user_options->outfile_autohex	1
TOP.648e1f1f.000529fb	user_options->outfile_check_timer	5
TOP.648e1f1f.000529fb	user_options->outfile_format	3
TOP.648e1f1f.000529fb	user_options->wordlist_autohex_disable	0
TOP.648e1f1f.000529fb	user_options->potfile_disable	0
TOP.648e1f1f.000529fb	user_options->progress_only	0
TOP.648e1f1f.000529fb	user_options->quiet	0
TOP.648e1f1f.000529fb	user_options->remove	0
TOP.648e1f1f.000529fb	user_options->remove_timer	60
TOP.648e1f1f.000529fb	user_options->restore	0
TOP.648e1f1f.000529fb	user_options->restore_disable	0
TOP.648e1f1f.000529fb	user_options->restore_timer	1
TOP.648e1f1f.000529fb	user_options->rp_files_cnt	0
TOP.648e1f1f.000529fb	user_options->rp_gen	0
TOP.648e1f1f.000529fb	user_options->rp_gen_func_max	4
TOP.648e1f1f.000529fb	user_options->rp_gen_func_min	1
TOP.648e1f1f.000529fb	user_options->rp_gen_seed	0
TOP.648e1f1f.000529fb	user_options->runtime	0
TOP.648e1f1f.000529fb	user_options->scrypt_tmto	0
TOP.648e1f1f.000529fb	user_options->segment_size	33554432
TOP.648e1f1f.000529fb	user_options->self_test_disable	0
TOP.648e1f1f.000529fb	user_options->slow_candidates	0
TOP.648e1f1f.000529fb	user_options->show	0
TOP.648e1f1f.000529fb	user_options->speed_only	0
TOP.648e1f1f.000529fb	user_options->spin_damp	0
TOP.648e1f1f.000529fb	user_options->status	0
TOP.648e1f1f.000529fb	user_options->status_json	0
TOP.648e1f1f.000529fb	user_options->status_timer	10
TOP.648e1f1f.000529fb	user_options->stdout_flag	0
TOP.648e1f1f.000529fb	user_options->usage	0
TOP.648e1f1f.000529fb	user_options->username	0
TOP.648e1f1f.000529fb	user_options->veracrypt_pim_start	485
TOP.648e1f1f.000529fb	user_options->veracrypt_pim_stop	485
TOP.648e1f1f.000529fb	user_options->version	0
TOP.648e1f1f.000529fb	user_options->workload_profile	4
TOP.648e1f1f.000529fb	user_options->brain_client	0
TOP.648e1f1f.000529fb	user_options->brain_client_features	2
TOP.648e1f1f.000529fb	user_options->brain_server	0
TOP.648e1f1f.000529fb	user_options->brain_server_timer	300
TOP.648e1f1f.000529fb	user_options->brain_port	6863
TOP.648e1f1f.000529fb	user_options->brain_session	0
TOP.648e1f1f.000529fb	hashes->hashfile	.\hand.hc22000
TOP.648e1f1f.000529fb	hashes->hashlist_mode	5
TOP.648e1f1f.000529fb	hashes->hashlist_format	0
TOP.648e1f1f.000529fb	hashes->hashes_cnt	0
TOP.648e1f1f.000529fb	hashes->digests_cnt	3
TOP.648e1f1f.000529fb	hashes->digests_done_pot	0
TOP.648e1f1f.000529fb	hashes->digests_done_zero	0
TOP.648e1f1f.000529fb	hashes->digests_done	0
TOP.648e1f1f.000529fb	hashes->salts_cnt	3
TOP.648e1f1f.000529fb	hashes->salts_done	0
TOP.648e1f1f.000529fb	SUB.648e1f1f.000d523c	START
TOP.648e1f1f.000529fb	SUB.648e1f1f.000d523c	mask_ctx->mask	89?d?d?d?d?d?d?d?d?d
TOP.648e1f1f.000529fb	SUB.648e1f1f.000d523c	runtime_start	1687035686
TOP.648e1f1f.000529fb	SUB.648e1f1f.000d523c	runtime_stop	1687040419
TOP.648e1f1f.000529fb	SUB.648e1f1f.000d523c	hashes->digests_done_new	0
TOP.648e1f1f.000529fb	SUB.648e1f1f.000d523c	status-after-work	5
TOP.648e1f1f.000529fb	SUB.648e1f1f.000d523c	STOP
